"formula","site","depth","Suction_kPa"
"C17H34O2","PT","0-30",3
"C17H34O2","PT","90-120",3
"C17H34O2","PT","30-60",50
"C17H34O2","DMT","30-60",3
"C17H34O2","PT","30-60",1.5
"C17H34O2","PT","120-150",15
"C17H34O2","PT","30-60",3
"C17H34O2","PT","120-150",50
"C17H34O2","PT","0-30",50
"C17H34O2","PT","60-90",50
"C17H34O2","GS","60-90",3
"C17H34O2","PT","210-240",1.5
"C17H34O2","PT","60-90",15
"C17H34O2","PT","120-150",3
"C17H34O2","PT","150-180",3
"C17H34O2","PT","180-210",3
"C17H34O2","PT","90-120",50
"C17H34O2","DMT","30-60",50
"C17H34O2","DMT","30-60",1.5
"C17H34O2","PT","210-240",3
"C17H34O2","PT","0-30",15
"C17H34O2","PT","150-180",50
"C17H34O2","GS","30-60",15
"C17H34O2","PT","210-240",50
"C17H34O2","DMT","0-30",15
"C17H34O2","GS","30-60",50
"C17H34O2","DMT","0-30",3
"C17H34O2","PT","30-60",15
"C17H34O2","PT","90-120",1.5
"C5H7O6N1S2P1","PT","180-210",1.5
"C7H4O2N4S3","PT","60-90",3
"C7H4O2N4S3","DMT","30-60",3
"C7H4O2N4S3","PT","90-120",50
"C7H4O2N4S3","PT","60-90",15
"C11H12O6S1","PT","180-210",3
"C11H12O6S1","PT","0-30",15
"C11H12O6S1","GS","30-60",15
"C11H12O6S1","GS","30-60",50
"C16H8O1N4","GS","30-60",50
"C12H16O5S1","GS","30-60",3
"C12H16O5S1","PT","150-180",1.5
"C12H16O5S1","GS","0-30",1.5
"C12H16O5S1","PT","120-150",1.5
"C12H16O5S1","GS","60-90",1.5
"C12H16O5S1","PT","180-210",1.5
"C12H16O5S1","PT","90-120",15
"C12H16O5S1","PT","60-90",3
"C12H16O5S1","PT","60-90",1.5
"C12H16O5S1","PT","0-30",1.5
"C12H16O5S1","PT","150-180",15
"C12H16O5S1","PT","0-30",3
"C12H16O5S1","PT","90-120",3
"C12H16O5S1","PT","30-60",50
"C12H16O5S1","DMT","30-60",3
"C12H16O5S1","PT","30-60",1.5
"C12H16O5S1","PT","120-150",15
"C12H16O5S1","PT","30-60",3
"C12H16O5S1","PT","120-150",50
"C12H16O5S1","PT","0-30",50
"C12H16O5S1","PT","60-90",50
"C12H16O5S1","DMT","0-30",1.5
"C12H16O5S1","GS","60-90",3
"C12H16O5S1","PT","210-240",1.5
"C12H16O5S1","PT","60-90",15
"C12H16O5S1","GS","0-30",3
"C12H16O5S1","PT","120-150",3
"C12H16O5S1","PT","150-180",3
"C12H16O5S1","PT","180-210",3
"C12H16O5S1","PT","90-120",50
"C12H16O5S1","GS","30-60",1.5
"C12H16O5S1","DMT","30-60",50
"C12H16O5S1","DMT","30-60",1.5
"C12H16O5S1","PT","210-240",3
"C12H16O5S1","PT","0-30",15
"C12H16O5S1","PT","150-180",50
"C12H16O5S1","PT","180-210",50
"C12H16O5S1","GS","30-60",15
"C12H16O5S1","PT","210-240",50
"C12H16O5S1","DMT","0-30",15
"C12H16O5S1","GS","30-60",50
"C12H16O5S1","DMT","0-30",3
"C12H16O5S1","PT","30-60",15
"C12H16O5S1","PT","180-210",15
"C12H16O5S1","DMT","60-90",1.5
"C12H16O5S1","PT","90-120",1.5
"C12H16O5S1","DMT","30-60",15
"C13H20O6","PT","120-150",50
"C13H20O6","PT","0-30",50
"C13H20O6","PT","30-60",50
"C13H20O6","PT","60-90",50
"C13H20O6","GS","60-90",3
"C13H20O6","PT","210-240",1.5
"C13H20O6","PT","60-90",15
"C13H20O6","DMT","30-60",50
"C14H24O5","DMT","0-30",1.5
"C14H24O5","PT","210-240",1.5
"C11H15O3N1S2","PT","0-30",50
"C11H15O3N1S2","GS","60-90",3
"C11H15O3N1S2","PT","180-210",3
"C11H15O3N1S2","DMT","30-60",50
"C11H15O3N1S2","PT","210-240",3
"C11H15O3N1S2","PT","0-30",15
"C11H15O3N1S2","PT","210-240",50
"C12H18O3S1P1","PT","180-210",3
"C12H18O3S1P1","PT","0-30",50
"C12H18O3S1P1","PT","0-30",15
"C12H18O3S1P1","GS","30-60",50
"C12H18O3S1P1","PT","180-210",50
"C12H18O3S1P1","DMT","0-30",3
"C9H8O2S2P2","DMT","30-60",3
"C10H10O7S1","PT","180-210",3
"C10H10O7S1","GS","30-60",50
"C10H10O7S1","DMT","0-30",3
"C11H14O6S1","PT","180-210",3
"C11H14O6S1","PT","0-30",50
"C11H14O6S1","DMT","30-60",50
"C11H14O6S1","DMT","30-60",1.5
"C11H14O6S1","PT","0-30",15
"C11H14O6S1","PT","120-150",15
"C11H14O6S1","GS","30-60",15
"C11H14O6S1","DMT","0-30",15
"C11H14O6S1","GS","30-60",50
"C11H14O6S1","PT","180-210",50
"C11H14O6S1","DMT","0-30",3
"C15H16O1P2","GS","30-60",3
"C15H16O1P2","GS","0-30",1.5
"C15H16O1P2","PT","120-150",1.5
"C15H16O1P2","GS","60-90",1.5
"C15H16O1P2","PT","60-90",3
"C15H16O1P2","PT","60-90",1.5
"C15H16O1P2","PT","0-30",3
"C15H16O1P2","PT","30-60",50
"C15H16O1P2","PT","30-60",1.5
"C15H16O1P2","PT","0-30",50
"C15H16O1P2","DMT","0-30",1.5
"C15H16O1P2","GS","60-90",3
"C15H16O1P2","GS","0-30",3
"C15H16O1P2","PT","180-210",3
"C15H16O1P2","DMT","30-60",50
"C15H16O1P2","DMT","30-60",1.5
"C15H16O1P2","PT","0-30",15
"C15H16O1P2","PT","150-180",50
"C15H16O1P2","PT","120-150",15
"C15H16O1P2","GS","30-60",15
"C15H16O1P2","DMT","0-30",15
"C15H16O1P2","PT","210-240",50
"C15H16O1P2","GS","30-60",50
"C15H16O1P2","PT","180-210",50
"C15H16O1P2","DMT","0-30",3
"C15H16O1P2","PT","30-60",15
"C15H16O1P2","GS","30-60",1.5
"C15H16O1P2","DMT","30-60",15
"C22H10","PT","180-210",3
"C22H10","PT","0-30",50
"C22H10","PT","0-30",15
"C22H10","DMT","0-30",15
"C22H10","GS","30-60",50
"C22H10","PT","180-210",50
"C22H10","DMT","0-30",3
"C19H14S1","PT","0-30",50
"C19H14S1","PT","210-240",1.5
"C19H14S1","DMT","30-60",50
"C13H22O6","DMT","30-60",3
"C17H22O3","DMT","30-60",3
"C17H22O3","PT","120-150",50
"C17H22O3","GS","60-90",3
"C17H22O3","GS","30-60",1.5
"C17H22O3","DMT","30-60",50
"C17H22O3","PT","90-120",1.5
"C14H26O5","DMT","0-30",15
"C14H26O5","DMT","0-30",3
"C11H3O2N1S2P1","PT","60-90",15
"C14H3N3S1P1","PT","0-30",50
"C14H3N3S1P1","PT","60-90",15
"C10H3O5N3P1","PT","120-150",15
"C10H3O5N3P1","DMT","30-60",50
"C16H20O4","PT","0-30",50
"C16H20O4","PT","60-90",15
"C17H24O3","GS","0-30",1.5
"C17H24O3","PT","180-210",1.5
"C17H24O3","PT","90-120",15
"C17H24O3","PT","60-90",3
"C17H24O3","PT","0-30",3
"C17H24O3","DMT","30-60",3
"C17H24O3","PT","120-150",50
"C17H24O3","PT","0-30",50
"C17H24O3","PT","60-90",50
"C17H24O3","DMT","0-30",1.5
"C17H24O3","GS","60-90",3
"C17H24O3","PT","210-240",1.5
"C17H24O3","PT","60-90",15
"C17H24O3","DMT","30-60",50
"C17H24O3","DMT","30-60",1.5
"C14H28O3S1","PT","180-210",1.5
"C14H28O3S1","DMT","30-60",3
"C14H28O3S1","GS","60-90",3
"C14H28O3S1","PT","210-240",1.5
"C12H19O1N7","GS","60-90",3
"C9H10S5","GS","30-60",3
"C9H10S5","GS","60-90",1.5
"C9H10S5","DMT","30-60",3
"C9H10S5","GS","0-30",3
"C9H10S5","DMT","0-30",15
"C9H10S5","DMT","0-30",3
"C9H10S5","DMT","30-60",15
"C11H5O2N1S2P1","DMT","30-60",3
"C17H10S2","PT","0-30",50
"C14H18N2S2","PT","210-240",1.5
"C14H18N2S2","DMT","30-60",50
"C15H18O5","PT","120-150",50
"C15H18O5","PT","0-30",50
"C15H18O5","PT","60-90",50
"C15H18O5","PT","60-90",15
"C15H18O5","PT","180-210",3
"C15H18O5","DMT","30-60",50
"C12H22O7","PT","180-210",3
"C16H22O4","GS","60-90",1.5
"C16H22O4","PT","180-210",1.5
"C16H22O4","PT","90-120",15
"C16H22O4","PT","60-90",1.5
"C16H22O4","PT","0-30",1.5
"C16H22O4","PT","90-120",3
"C16H22O4","PT","30-60",50
"C16H22O4","DMT","30-60",3
"C16H22O4","PT","30-60",1.5
"C16H22O4","PT","120-150",15
"C16H22O4","PT","30-60",3
"C16H22O4","PT","120-150",50
"C16H22O4","PT","0-30",50
"C16H22O4","PT","60-90",50
"C16H22O4","DMT","0-30",1.5
"C16H22O4","GS","60-90",3
"C16H22O4","PT","210-240",1.5
"C16H22O4","PT","60-90",15
"C16H22O4","PT","120-150",3
"C16H22O4","PT","180-210",3
"C16H22O4","PT","90-120",50
"C16H22O4","GS","30-60",1.5
"C16H22O4","DMT","30-60",50
"C16H22O4","DMT","30-60",1.5
"C16H22O4","PT","210-240",3
"C16H22O4","PT","0-30",15
"C16H22O4","PT","90-120",1.5
"C17H26O3","GS","30-60",3
"C17H26O3","PT","150-180",1.5
"C17H26O3","GS","0-30",1.5
"C17H26O3","PT","120-150",1.5
"C17H26O3","GS","60-90",1.5
"C17H26O3","PT","180-210",1.5
"C17H26O3","PT","90-120",15
"C17H26O3","PT","60-90",3
"C17H26O3","PT","60-90",1.5
"C17H26O3","PT","0-30",1.5
"C17H26O3","PT","150-180",15
"C17H26O3","PT","0-30",3
"C17H26O3","PT","90-120",3
"C17H26O3","PT","30-60",50
"C17H26O3","DMT","30-60",3
"C17H26O3","PT","30-60",1.5
"C17H26O3","PT","120-150",15
"C17H26O3","PT","30-60",3
"C17H26O3","PT","120-150",50
"C17H26O3","PT","0-30",50
"C17H26O3","PT","60-90",50
"C17H26O3","DMT","0-30",1.5
"C17H26O3","GS","60-90",3
"C17H26O3","PT","210-240",1.5
"C17H26O3","PT","60-90",15
"C17H26O3","GS","0-30",3
"C17H26O3","PT","120-150",3
"C17H26O3","PT","150-180",3
"C17H26O3","PT","180-210",3
"C17H26O3","PT","90-120",50
"C17H26O3","GS","30-60",1.5
"C17H26O3","DMT","30-60",50
"C17H26O3","DMT","30-60",1.5
"C17H26O3","PT","210-240",3
"C17H26O3","PT","0-30",15
"C17H26O3","PT","150-180",50
"C17H26O3","PT","180-210",50
"C17H26O3","GS","30-60",15
"C17H26O3","PT","210-240",50
"C17H26O3","DMT","0-30",15
"C17H26O3","GS","30-60",50
"C17H26O3","DMT","0-30",3
"C17H26O3","PT","30-60",15
"C17H26O3","PT","180-210",15
"C17H26O3","PT","90-120",1.5
"C5H4O2N4S4","PT","90-120",15
"C10H3O3N1S2P1","DMT","30-60",3
"C17H12S2","GS","30-60",3
"C17H12S2","PT","150-180",1.5
"C17H12S2","GS","0-30",1.5
"C17H12S2","PT","120-150",1.5
"C17H12S2","GS","60-90",1.5
"C17H12S2","PT","90-120",15
"C17H12S2","PT","60-90",3
"C17H12S2","PT","60-90",1.5
"C17H12S2","PT","150-180",15
"C17H12S2","PT","0-30",3
"C17H12S2","PT","90-120",3
"C17H12S2","PT","30-60",50
"C17H12S2","PT","30-60",1.5
"C17H12S2","PT","120-150",15
"C17H12S2","PT","30-60",3
"C17H12S2","PT","120-150",50
"C17H12S2","PT","0-30",50
"C17H12S2","PT","60-90",50
"C17H12S2","DMT","0-30",1.5
"C17H12S2","GS","60-90",3
"C17H12S2","PT","210-240",1.5
"C17H12S2","PT","60-90",15
"C17H12S2","GS","0-30",3
"C17H12S2","PT","150-180",3
"C17H12S2","PT","180-210",3
"C17H12S2","PT","90-120",50
"C17H12S2","GS","30-60",1.5
"C17H12S2","DMT","30-60",50
"C17H12S2","DMT","30-60",1.5
"C17H12S2","PT","210-240",3
"C17H12S2","PT","0-30",15
"C17H12S2","PT","150-180",50
"C17H12S2","PT","180-210",50
"C17H12S2","GS","30-60",15
"C17H12S2","DMT","0-30",15
"C17H12S2","PT","210-240",50
"C17H12S2","GS","30-60",50
"C17H12S2","DMT","0-30",3
"C17H12S2","PT","30-60",15
"C17H12S2","PT","180-210",15
"C17H12S2","DMT","60-90",1.5
"C17H12S2","PT","90-120",1.5
"C17H12S2","DMT","30-60",15
"C14H16O2S2","GS","0-30",3
"C14H16O2S2","GS","30-60",15
"C15H20O3S1","DMT","30-60",50
"C15H20O5","GS","30-60",3
"C15H20O5","PT","150-180",1.5
"C15H20O5","GS","0-30",1.5
"C15H20O5","PT","120-150",1.5
"C15H20O5","PT","90-120",15
"C15H20O5","PT","60-90",3
"C15H20O5","PT","150-180",15
"C15H20O5","PT","0-30",3
"C15H20O5","PT","30-60",50
"C15H20O5","PT","120-150",15
"C15H20O5","PT","30-60",3
"C15H20O5","PT","120-150",50
"C15H20O5","PT","0-30",50
"C15H20O5","PT","60-90",50
"C15H20O5","DMT","0-30",1.5
"C15H20O5","GS","60-90",3
"C15H20O5","PT","210-240",1.5
"C15H20O5","PT","60-90",15
"C15H20O5","GS","0-30",3
"C15H20O5","PT","120-150",3
"C15H20O5","PT","150-180",3
"C15H20O5","PT","180-210",3
"C15H20O5","GS","30-60",1.5
"C15H20O5","DMT","30-60",50
"C15H20O5","DMT","30-60",1.5
"C15H20O5","PT","210-240",3
"C15H20O5","PT","0-30",15
"C15H20O5","PT","150-180",50
"C15H20O5","PT","180-210",50
"C15H20O5","GS","30-60",15
"C15H20O5","PT","210-240",50
"C15H20O5","DMT","0-30",15
"C15H20O5","GS","30-60",50
"C15H20O5","DMT","0-30",3
"C15H20O5","PT","180-210",15
"C15H20O5","PT","90-120",3
"C15H20O5","PT","30-60",1.5
"C12H24O7","DMT","0-30",15
"C12H24O7","DMT","0-30",3
"C16H24O4","PT","90-120",15
"C16H24O4","PT","30-60",3
"C16H24O4","PT","120-150",50
"C16H24O4","PT","0-30",50
"C16H24O4","PT","60-90",50
"C16H24O4","GS","60-90",3
"C16H24O4","PT","60-90",15
"C16H24O4","DMT","30-60",50
"C16H24O4","PT","0-30",15
"C18H32O2","GS","30-60",3
"C18H32O2","PT","60-90",50
"C18H32O2","PT","180-210",3
"C18H32O2","PT","60-90",15
"C18H32O2","GS","30-60",1.5
"C18H32O2","PT","210-240",50
"C18H32O2","DMT","0-30",15
"C18H32O2","GS","30-60",50
"C18H32O2","PT","180-210",50
"C18H32O2","DMT","0-30",3
"C18H32O2","PT","0-30",15
"C7H6O4S4","PT","60-90",15
"C5H6O2N4S4","PT","150-180",1.5
"C5H6O2N4S4","PT","90-120",15
"C5H6O2N4S4","PT","60-90",3
"C5H6O2N4S4","PT","0-30",3
"C5H6O2N4S4","PT","30-60",3
"C5H6O2N4S4","PT","0-30",50
"C5H6O2N4S4","PT","60-90",50
"C5H6O2N4S4","PT","210-240",1.5
"C5H6O2N4S4","PT","60-90",15
"C5H6O2N4S4","PT","120-150",3
"C5H6O2N4S4","PT","150-180",3
"C5H6O2N4S4","PT","180-210",3
"C5H6O2N4S4","DMT","30-60",50
"C5H6O2N4S4","PT","210-240",3
"C5H6O2N4S4","PT","0-30",15
"C5H6O2N4S4","PT","150-180",50
"C5H6O2N4S4","PT","210-240",50
"C5H6O2N4S4","PT","90-120",1.5
"C12H12S2P2","GS","0-30",3
"C10H18O7S1","GS","30-60",3
"C10H18O7S1","PT","120-150",1.5
"C10H18O7S1","PT","60-90",1.5
"C10H18O7S1","PT","120-150",15
"C10H18O7S1","PT","0-30",50
"C10H18O7S1","PT","180-210",3
"C10H18O7S1","PT","60-90",15
"C10H18O7S1","PT","90-120",15
"C10H18O7S1","DMT","30-60",50
"C10H18O7S1","DMT","30-60",1.5
"C10H18O7S1","PT","150-180",50
"C10H18O7S1","GS","30-60",15
"C10H18O7S1","DMT","0-30",15
"C10H18O7S1","PT","210-240",50
"C10H18O7S1","GS","30-60",50
"C10H18O7S1","DMT","0-30",3
"C10H18O7S1","PT","0-30",15
"C10H18O7S1","DMT","60-90",1.5
"C10H18O7S1","PT","90-120",1.5
"C10H18O7S1","DMT","30-60",15
"C14H18O4S1","PT","0-30",50
"C14H18O6","PT","0-30",50
"C14H18O6","GS","60-90",3
"C14H18O6","PT","180-210",3
"C14H18O6","DMT","30-60",50
"C14H18O6","GS","30-60",15
"C14H18O6","PT","180-210",50
"C14H18O6","PT","180-210",15
"C15H22O3S1","GS","0-30",1.5
"C15H22O3S1","PT","60-90",3
"C15H22O3S1","PT","0-30",3
"C15H22O3S1","PT","120-150",15
"C15H22O3S1","PT","120-150",50
"C15H22O3S1","PT","0-30",50
"C15H22O3S1","PT","60-90",50
"C15H22O3S1","DMT","0-30",1.5
"C15H22O3S1","GS","60-90",3
"C15H22O3S1","PT","210-240",1.5
"C15H22O3S1","PT","180-210",3
"C15H22O3S1","DMT","30-60",50
"C15H22O3S1","DMT","30-60",1.5
"C15H22O3S1","PT","0-30",15
"C15H22O3S1","DMT","0-30",15
"C15H22O3S1","GS","30-60",3
"C15H22O5","PT","60-90",3
"C15H22O5","PT","120-150",15
"C15H22O5","PT","30-60",3
"C15H22O5","PT","120-150",50
"C15H22O5","PT","0-30",50
"C15H22O5","PT","60-90",50
"C15H22O5","GS","60-90",3
"C15H22O5","PT","60-90",15
"C15H22O5","PT","180-210",3
"C15H22O5","DMT","30-60",50
"C15H22O5","PT","0-30",15
"C16H26O4","PT","0-30",50
"C18H34O2","GS","30-60",3
"C18H34O2","PT","150-180",1.5
"C18H34O2","GS","0-30",1.5
"C18H34O2","PT","120-150",1.5
"C18H34O2","GS","60-90",1.5
"C18H34O2","PT","180-210",1.5
"C18H34O2","PT","90-120",15
"C18H34O2","PT","60-90",3
"C18H34O2","PT","60-90",1.5
"C18H34O2","PT","0-30",1.5
"C18H34O2","PT","150-180",15
"C18H34O2","PT","0-30",3
"C18H34O2","PT","90-120",3
"C18H34O2","PT","30-60",50
"C18H34O2","DMT","30-60",3
"C18H34O2","PT","30-60",1.5
"C18H34O2","PT","120-150",15
"C18H34O2","PT","30-60",3
"C18H34O2","PT","120-150",50
"C18H34O2","PT","0-30",50
"C18H34O2","PT","60-90",50
"C18H34O2","DMT","0-30",1.5
"C18H34O2","GS","60-90",3
"C18H34O2","PT","210-240",1.5
"C18H34O2","PT","60-90",15
"C18H34O2","PT","120-150",3
"C18H34O2","PT","150-180",3
"C18H34O2","PT","180-210",3
"C18H34O2","PT","90-120",50
"C18H34O2","GS","30-60",1.5
"C18H34O2","DMT","30-60",50
"C18H34O2","DMT","30-60",1.5
"C18H34O2","PT","210-240",3
"C18H34O2","PT","0-30",15
"C18H34O2","PT","150-180",50
"C18H34O2","PT","180-210",50
"C18H34O2","GS","30-60",15
"C18H34O2","PT","210-240",50
"C18H34O2","DMT","0-30",15
"C18H34O2","GS","30-60",50
"C18H34O2","DMT","0-30",3
"C18H34O2","PT","30-60",15
"C18H34O2","PT","180-210",15
"C18H34O2","DMT","60-90",1.5
"C18H34O2","PT","90-120",1.5
"C18H34O2","DMT","30-60",15
"C11H13O6N3","PT","120-150",15
"C11H13O6N3","DMT","0-30",15
"C11H13O6N3","DMT","0-30",3
"C11H13O6N3","DMT","30-60",15
"C16H12O1S2","PT","0-30",50
"C12H8O1N6S1","DMT","0-30",15
"C12H8O1N6S1","DMT","0-30",3
"C9H16O8S1","GS","30-60",3
"C9H16O8S1","GS","0-30",1.5
"C9H16O8S1","PT","0-30",50
"C9H16O8S1","GS","60-90",3
"C9H16O8S1","PT","180-210",3
"C9H16O8S1","DMT","30-60",50
"C9H16O8S1","DMT","30-60",1.5
"C9H16O8S1","PT","210-240",3
"C9H16O8S1","PT","0-30",15
"C9H16O8S1","GS","30-60",15
"C9H16O8S1","PT","210-240",50
"C9H16O8S1","GS","30-60",50
"C9H16O8S1","PT","180-210",15
"C9H16O8S1","PT","120-150",1.5
"C9H16O8S1","PT","30-60",1.5
"C13H16O5S1","GS","30-60",3
"C13H16O5S1","GS","0-30",1.5
"C13H16O5S1","PT","120-150",1.5
"C13H16O5S1","GS","60-90",1.5
"C13H16O5S1","PT","60-90",3
"C13H16O5S1","PT","60-90",1.5
"C13H16O5S1","PT","0-30",1.5
"C13H16O5S1","PT","0-30",3
"C13H16O5S1","PT","90-120",3
"C13H16O5S1","PT","30-60",50
"C13H16O5S1","PT","30-60",1.5
"C13H16O5S1","PT","0-30",50
"C13H16O5S1","GS","60-90",3
"C13H16O5S1","GS","0-30",3
"C13H16O5S1","PT","150-180",3
"C13H16O5S1","PT","180-210",3
"C13H16O5S1","PT","60-90",15
"C13H16O5S1","GS","30-60",1.5
"C13H16O5S1","DMT","30-60",50
"C13H16O5S1","DMT","30-60",1.5
"C13H16O5S1","PT","0-30",15
"C13H16O5S1","PT","150-180",50
"C13H16O5S1","PT","120-150",15
"C13H16O5S1","GS","30-60",15
"C13H16O5S1","DMT","0-30",15
"C13H16O5S1","PT","210-240",50
"C13H16O5S1","GS","30-60",50
"C13H16O5S1","PT","180-210",50
"C13H16O5S1","DMT","0-30",3
"C13H16O5S1","DMT","60-90",1.5
"C13H16O5S1","DMT","30-60",15
"C13H18O3P2","DMT","0-30",15
"C13H18O3P2","DMT","0-30",3
"C13H16O7","GS","60-90",3
"C14H20O4S1","GS","0-30",1.5
"C14H20O4S1","PT","120-150",1.5
"C14H20O4S1","PT","60-90",3
"C14H20O4S1","PT","0-30",3
"C14H20O4S1","PT","120-150",15
"C14H20O4S1","PT","120-150",50
"C14H20O4S1","PT","0-30",50
"C14H20O4S1","PT","60-90",50
"C14H20O4S1","DMT","0-30",1.5
"C14H20O4S1","GS","60-90",3
"C14H20O4S1","PT","180-210",3
"C14H20O4S1","PT","90-120",50
"C14H20O4S1","GS","30-60",1.5
"C14H20O4S1","DMT","30-60",50
"C14H20O4S1","PT","0-30",15
"C14H20O4S1","PT","180-210",50
"C14H20O4S1","DMT","0-30",3
"C14H20O6","PT","90-120",15
"C14H20O6","PT","0-30",50
"C14H20O6","PT","60-90",50
"C14H20O6","PT","60-90",15
"C14H20O6","PT","180-210",3
"C14H20O6","DMT","30-60",50
"C15H24O3S1","GS","30-60",3
"C15H24O3S1","GS","0-30",1.5
"C15H24O3S1","PT","180-210",1.5
"C15H24O3S1","PT","0-30",3
"C15H24O3S1","DMT","30-60",3
"C15H24O3S1","PT","120-150",15
"C15H24O3S1","PT","120-150",50
"C15H24O3S1","PT","0-30",50
"C15H24O3S1","PT","60-90",50
"C15H24O3S1","GS","60-90",3
"C15H24O3S1","PT","210-240",1.5
"C15H24O3S1","PT","60-90",15
"C15H24O3S1","PT","90-120",15
"C15H24O3S1","DMT","30-60",50
"C15H24O3S1","DMT","30-60",1.5
"C15H24O3S1","PT","150-180",50
"C15H24O3S1","GS","30-60",15
"C15H24O3S1","DMT","0-30",15
"C15H24O3S1","DMT","0-30",3
"C15H24O3S1","DMT","60-90",1.5
"C15H24O3S1","DMT","30-60",15
"C19H24S1","PT","0-30",50
"C15H24O5","PT","60-90",50
"C14H32N6","PT","180-210",3
"C18H36O2","GS","30-60",3
"C18H36O2","PT","150-180",1.5
"C18H36O2","GS","0-30",1.5
"C18H36O2","PT","120-150",1.5
"C18H36O2","GS","60-90",1.5
"C18H36O2","PT","180-210",1.5
"C18H36O2","PT","90-120",15
"C18H36O2","PT","60-90",3
"C18H36O2","PT","60-90",1.5
"C18H36O2","PT","0-30",1.5
"C18H36O2","PT","150-180",15
"C18H36O2","PT","0-30",3
"C18H36O2","PT","90-120",3
"C18H36O2","PT","30-60",50
"C18H36O2","DMT","30-60",3
"C18H36O2","PT","30-60",1.5
"C18H36O2","PT","120-150",15
"C18H36O2","PT","30-60",3
"C18H36O2","PT","120-150",50
"C18H36O2","PT","0-30",50
"C18H36O2","PT","60-90",50
"C18H36O2","DMT","0-30",1.5
"C18H36O2","GS","60-90",3
"C18H36O2","PT","210-240",1.5
"C18H36O2","PT","60-90",15
"C18H36O2","GS","0-30",3
"C18H36O2","PT","120-150",3
"C18H36O2","PT","150-180",3
"C18H36O2","PT","180-210",3
"C18H36O2","PT","90-120",50
"C18H36O2","GS","30-60",1.5
"C18H36O2","DMT","30-60",50
"C18H36O2","DMT","30-60",1.5
"C18H36O2","PT","210-240",3
"C18H36O2","PT","0-30",15
"C18H36O2","PT","150-180",50
"C18H36O2","PT","180-210",50
"C18H36O2","GS","30-60",15
"C18H36O2","PT","210-240",50
"C18H36O2","DMT","0-30",15
"C18H36O2","GS","30-60",50
"C18H36O2","DMT","0-30",3
"C18H36O2","PT","30-60",15
"C18H36O2","PT","180-210",15
"C18H36O2","DMT","60-90",1.5
"C18H36O2","PT","90-120",1.5
"C18H36O2","DMT","30-60",15
"C10H7O3N1S3","GS","0-30",3
"C10H11O7N3","PT","180-210",3
"C10H11O7N3","GS","30-60",15
"C10H11O7N3","PT","210-240",50
"C10H11O7N3","GS","30-60",50
"C14H11O4N3","PT","180-210",3
"C14H11O4N3","PT","0-30",50
"C14H11O4N3","DMT","30-60",50
"C14H11O4N3","DMT","30-60",1.5
"C14H11O4N3","DMT","0-30",15
"C14H11O4N3","GS","30-60",50
"C14H11O4N3","PT","180-210",50
"C14H11O4N3","DMT","0-30",3
"C14H11O4N3","PT","0-30",15
"C12H23O1N5S1","PT","0-30",50
"C12H23O1N5S1","GS","60-90",3
"C12H23O1N5S1","DMT","30-60",50
"C12H14O6S1","PT","180-210",3
"C12H14O6S1","PT","0-30",50
"C12H14O6S1","DMT","30-60",50
"C12H14O6S1","PT","0-30",15
"C12H14O6S1","GS","30-60",50
"C13H18O5S1","GS","30-60",3
"C13H18O5S1","PT","150-180",1.5
"C13H18O5S1","GS","0-30",1.5
"C13H18O5S1","PT","120-150",1.5
"C13H18O5S1","GS","60-90",1.5
"C13H18O5S1","PT","180-210",1.5
"C13H18O5S1","PT","90-120",15
"C13H18O5S1","PT","60-90",3
"C13H18O5S1","PT","60-90",1.5
"C13H18O5S1","PT","0-30",1.5
"C13H18O5S1","PT","150-180",15
"C13H18O5S1","PT","0-30",3
"C13H18O5S1","PT","90-120",3
"C13H18O5S1","PT","30-60",50
"C13H18O5S1","DMT","30-60",3
"C13H18O5S1","PT","30-60",1.5
"C13H18O5S1","PT","120-150",15
"C13H18O5S1","PT","30-60",3
"C13H18O5S1","PT","120-150",50
"C13H18O5S1","PT","0-30",50
"C13H18O5S1","PT","60-90",50
"C13H18O5S1","DMT","0-30",1.5
"C13H18O5S1","GS","60-90",3
"C13H18O5S1","PT","210-240",1.5
"C13H18O5S1","PT","60-90",15
"C13H18O5S1","GS","0-30",3
"C13H18O5S1","PT","150-180",3
"C13H18O5S1","PT","180-210",3
"C13H18O5S1","PT","90-120",50
"C13H18O5S1","GS","30-60",1.5
"C13H18O5S1","DMT","30-60",50
"C13H18O5S1","DMT","30-60",1.5
"C13H18O5S1","PT","210-240",3
"C13H18O5S1","PT","0-30",15
"C13H18O5S1","PT","150-180",50
"C13H18O5S1","PT","180-210",50
"C13H18O5S1","GS","30-60",15
"C13H18O5S1","PT","210-240",50
"C13H18O5S1","DMT","0-30",15
"C13H18O5S1","GS","30-60",50
"C13H18O5S1","DMT","0-30",3
"C13H18O5S1","PT","30-60",15
"C13H18O5S1","PT","180-210",15
"C13H18O5S1","DMT","60-90",1.5
"C13H18O5S1","PT","90-120",1.5
"C13H18O5S1","DMT","30-60",15
"C13H18O7","PT","60-90",50
"C14H22O4S1","PT","90-120",15
"C14H22O6","PT","90-120",15
"C14H22O6","PT","60-90",50
"C14H22O6","GS","60-90",3
"C14H22O6","PT","210-240",1.5
"C14H22O6","PT","60-90",15
"C14H22O6","DMT","30-60",50
"C19H26O2","DMT","30-60",3
"C19H26O2","PT","210-240",1.5
"C13H8N2S2P1","GS","30-60",50
