"formula","Site","Treatment","Suction"
"C12H23O3N1","DWP","time zero","50 kPa"
"C12H23O3N1","SR","time zero","1.5 kPa"
"C12H23O3N1","CPCRW","flood","50 kPa"
"C12H23O3N1","DWP","drought","50 kPa"
"C13H10O4","CPCRW","flood","50 kPa"
"C10H14O6","CPCRW","drought","50 kPa"
"C10H14O6","CPCRW","flood","50 kPa"
"C10H14O6","DWP","field moist","1.5 kPa"
"C10H14O6","DWP","drought","50 kPa"
"C14H14O3","CPCRW","flood","50 kPa"
"C11H18O5","CPCRW","drought","50 kPa"
"C11H18O5","SR","drought","50 kPa"
"C11H18O5","CPCRW","flood","50 kPa"
"C11H18O5","DWP","time zero","50 kPa"
"C11H18O5","DWP","field moist","1.5 kPa"
"C11H18O5","DWP","flood","50 kPa"
"C11H18O5","DWP","field moist","50 kPa"
"C11H18O5","DWP","drought","50 kPa"
"C11H18O5","DWP","drought","1.5 kPa"
"C12H22O4","CPCRW","drought","50 kPa"
"C12H22O4","SR","drought","50 kPa"
"C12H22O4","CPCRW","flood","50 kPa"
"C12H22O4","DWP","time zero","50 kPa"
"C12H22O4","SR","time zero","1.5 kPa"
"C12H22O4","SR","drought","1.5 kPa"
"C12H22O4","DWP","drought","50 kPa"
"C12H22O4","SR","flood","50 kPa"
"C12H22O4","SR","field moist","50 kPa"
"C11H21O4N1","DWP","drought","50 kPa"
"C12H8O5","CPCRW","flood","50 kPa"
"C13H12O4","CPCRW","flood","50 kPa"
"C13H12O4","CPCRW","time zero","50 kPa"
"C13H12O4","CPCRW","field moist","50 kPa"
"C14H16O3","CPCRW","field moist","50 kPa"
"C14H16O3","CPCRW","flood","50 kPa"
"C14H16O3","CPCRW","field moist","1.5 kPa"
"C14H16O3","CPCRW","time zero","50 kPa"
"C11H20O5","CPCRW","drought","50 kPa"
"C11H20O5","DWP","drought","50 kPa"
"C11H20O5","SR","flood","50 kPa"
"C12H10O5","CPCRW","field moist","50 kPa"
"C12H10O5","CPCRW","drought","50 kPa"
"C12H10O5","CPCRW","flood","50 kPa"
"C12H10O5","CPCRW","flood","1.5 kPa"
"C12H10O5","DWP","field moist","1.5 kPa"
"C12H10O5","DWP","field moist","50 kPa"
"C12H10O5","CPCRW","time zero","50 kPa"
"C13H14O4","CPCRW","field moist","50 kPa"
"C13H14O4","CPCRW","drought","50 kPa"
"C13H14O4","CPCRW","flood","50 kPa"
"C13H14O4","DWP","time zero","50 kPa"
"C13H14O4","CPCRW","field moist","1.5 kPa"
"C13H14O4","DWP","field moist","1.5 kPa"
"C13H14O4","DWP","field moist","50 kPa"
"C13H14O4","CPCRW","time zero","1.5 kPa"
"C13H14O4","CPCRW","time zero","50 kPa"
"C14H18O3","CPCRW","field moist","50 kPa"
"C14H18O3","CPCRW","drought","50 kPa"
"C14H18O3","CPCRW","flood","50 kPa"
"C14H18O3","CPCRW","flood","1.5 kPa"
"C14H18O3","CPCRW","field moist","1.5 kPa"
"C14H18O3","CPCRW","time zero","1.5 kPa"
"C14H18O3","CPCRW","time zero","50 kPa"
"C15H22O2","CPCRW","flood","50 kPa"
"C15H22O2","CPCRW","flood","1.5 kPa"
"C15H22O2","SR","time zero","1.5 kPa"
"C15H22O2","DWP","field moist","50 kPa"
"C15H22O2","SR","time zero","50 kPa"
"C15H22O2","SR","flood","50 kPa"
"C11H8O6","CPCRW","field moist","50 kPa"
"C11H8O6","CPCRW","flood","50 kPa"
"C11H8O6","CPCRW","field moist","1.5 kPa"
"C11H8O6","DWP","flood","50 kPa"
"C11H8O6","CPCRW","time zero","50 kPa"
"C11H8O6","DWP","field moist","50 kPa"
"C8H12O8","DWP","time zero","50 kPa"
"C12H12O5","CPCRW","field moist","50 kPa"
"C12H12O5","CPCRW","drought","50 kPa"
"C12H12O5","CPCRW","flood","50 kPa"
"C12H12O5","CPCRW","flood","1.5 kPa"
"C12H12O5","CPCRW","field moist","1.5 kPa"
"C12H12O5","DWP","flood","50 kPa"
"C12H12O5","DWP","field moist","50 kPa"
"C12H12O5","DWP","field moist","1.5 kPa"
"C12H12O5","DWP","drought","50 kPa"
"C12H12O5","CPCRW","time zero","1.5 kPa"
"C12H12O5","CPCRW","time zero","50 kPa"
"C13H16O4","CPCRW","field moist","50 kPa"
"C13H16O4","CPCRW","drought","50 kPa"
"C13H16O4","CPCRW","flood","50 kPa"
"C13H16O4","DWP","time zero","50 kPa"
"C13H16O4","CPCRW","flood","1.5 kPa"
"C13H16O4","CPCRW","field moist","1.5 kPa"
"C13H16O4","DWP","field moist","1.5 kPa"
"C13H16O4","DWP","flood","50 kPa"
"C13H16O4","DWP","field moist","50 kPa"
"C13H16O4","DWP","drought","50 kPa"
"C13H16O4","CPCRW","time zero","1.5 kPa"
"C13H16O4","CPCRW","time zero","50 kPa"
"C14H20O3","CPCRW","field moist","50 kPa"
"C14H20O3","CPCRW","drought","50 kPa"
"C14H20O3","SR","drought","50 kPa"
"C14H20O3","SR","field moist","1.5 kPa"
"C14H20O3","CPCRW","flood","50 kPa"
"C14H20O3","DWP","time zero","50 kPa"
"C14H20O3","CPCRW","flood","1.5 kPa"
"C14H20O3","CPCRW","field moist","1.5 kPa"
"C14H20O3","DWP","field moist","1.5 kPa"
"C14H20O3","SR","time zero","1.5 kPa"
"C14H20O3","DWP","field moist","50 kPa"
"C14H20O3","SR","time zero","50 kPa"
"C14H20O3","CPCRW","drought","1.5 kPa"
"C14H20O3","SR","drought","1.5 kPa"
"C14H20O3","DWP","drought","50 kPa"
"C14H20O3","SR","field moist","50 kPa"
"C14H20O3","CPCRW","time zero","1.5 kPa"
"C14H20O3","CPCRW","time zero","50 kPa"
"C14H20O3","SR","flood","50 kPa"
"C14H20O3","SR","flood","1.5 kPa"
"C11H24O3S1","SR","time zero","1.5 kPa"
"C15H24O2","SR","drought","50 kPa"
"C15H24O2","CPCRW","flood","50 kPa"
"C15H24O2","DWP","time zero","50 kPa"
"C15H24O2","CPCRW","flood","1.5 kPa"
"C15H24O2","DWP","flood","50 kPa"
"C15H24O2","DWP","field moist","50 kPa"
"C15H24O2","DWP","drought","50 kPa"
"C15H24O2","SR","flood","50 kPa"
"C8H15O7N1","CPCRW","drought","50 kPa"
"C8H15O7N1","DWP","time zero","50 kPa"
"C8H15O7N1","DWP","time zero","1.5 kPa"
"C8H15O7N1","CPCRW","drought","1.5 kPa"
"C8H15O7N1","DWP","drought","1.5 kPa"
"C13H6O3N2","DWP","drought","50 kPa"
"C11H10O6","CPCRW","field moist","50 kPa"
"C11H10O6","CPCRW","drought","50 kPa"
"C11H10O6","CPCRW","flood","50 kPa"
"C11H10O6","DWP","time zero","50 kPa"
"C11H10O6","CPCRW","flood","1.5 kPa"
"C11H10O6","CPCRW","field moist","1.5 kPa"
"C11H10O6","CPCRW","drought","1.5 kPa"
"C11H10O6","DWP","field moist","1.5 kPa"
"C11H10O6","DWP","flood","50 kPa"
"C11H10O6","DWP","field moist","50 kPa"
"C11H10O6","DWP","drought","50 kPa"
"C11H10O6","CPCRW","time zero","1.5 kPa"
"C11H10O6","CPCRW","time zero","50 kPa"
"C11H10O6","DWP","flood","1.5 kPa"
"C8H14O6S1","DWP","time zero","50 kPa"
"C8H14O8","CPCRW","drought","50 kPa"
"C8H14O8","DWP","time zero","50 kPa"
"C8H14O8","CPCRW","drought","1.5 kPa"
"C8H14O8","DWP","time zero","1.5 kPa"
"C12H14O5","CPCRW","field moist","50 kPa"
"C12H14O5","CPCRW","drought","50 kPa"
"C12H14O5","SR","drought","50 kPa"
"C12H14O5","SR","field moist","1.5 kPa"
"C12H14O5","CPCRW","flood","50 kPa"
"C12H14O5","DWP","time zero","50 kPa"
"C12H14O5","CPCRW","flood","1.5 kPa"
"C12H14O5","CPCRW","field moist","1.5 kPa"
"C12H14O5","CPCRW","drought","1.5 kPa"
"C12H14O5","DWP","time zero","1.5 kPa"
"C12H14O5","DWP","field moist","1.5 kPa"
"C12H14O5","DWP","flood","50 kPa"
"C12H14O5","DWP","field moist","50 kPa"
"C12H14O5","DWP","drought","50 kPa"
"C12H14O5","SR","field moist","50 kPa"
"C12H14O5","CPCRW","time zero","1.5 kPa"
"C12H14O5","CPCRW","time zero","50 kPa"
"C12H14O5","SR","flood","50 kPa"
"C12H14O5","DWP","flood","1.5 kPa"
"C9H18O5S1","CPCRW","flood","1.5 kPa"
"C9H18O5S1","CPCRW","field moist","1.5 kPa"
"C13H18O4","CPCRW","field moist","50 kPa"
"C13H18O4","CPCRW","drought","50 kPa"
"C13H18O4","SR","drought","50 kPa"
"C13H18O4","SR","field moist","1.5 kPa"
"C13H18O4","CPCRW","flood","50 kPa"
"C13H18O4","DWP","time zero","50 kPa"
"C13H18O4","CPCRW","flood","1.5 kPa"
"C13H18O4","CPCRW","field moist","1.5 kPa"
"C13H18O4","CPCRW","drought","1.5 kPa"
"C13H18O4","DWP","time zero","1.5 kPa"
"C13H18O4","DWP","field moist","1.5 kPa"
"C13H18O4","DWP","drought","1.5 kPa"
"C13H18O4","SR","time zero","1.5 kPa"
"C13H18O4","DWP","flood","50 kPa"
"C13H18O4","DWP","field moist","50 kPa"
"C13H18O4","SR","time zero","50 kPa"
"C13H18O4","SR","drought","1.5 kPa"
"C13H18O4","DWP","drought","50 kPa"
"C13H18O4","SR","field moist","50 kPa"
"C13H18O4","CPCRW","time zero","1.5 kPa"
"C13H18O4","CPCRW","time zero","50 kPa"
"C13H18O4","SR","flood","50 kPa"
"C13H18O4","DWP","flood","1.5 kPa"
"C14H22O3","CPCRW","drought","50 kPa"
"C14H22O3","CPCRW","flood","50 kPa"
"C14H22O3","CPCRW","flood","1.5 kPa"
"C14H22O3","CPCRW","time zero","50 kPa"
"C14H22O3","SR","flood","50 kPa"
"C14H22O3","CPCRW","field moist","50 kPa"
"C10H8O7","CPCRW","field moist","50 kPa"
"C10H8O7","CPCRW","flood","50 kPa"
"C10H8O7","CPCRW","field moist","1.5 kPa"
"C10H8O7","DWP","field moist","50 kPa"
"C10H8O7","CPCRW","time zero","50 kPa"
"C11H12O6","CPCRW","field moist","50 kPa"
"C11H12O6","CPCRW","drought","50 kPa"
"C11H12O6","CPCRW","flood","50 kPa"
"C11H12O6","DWP","time zero","50 kPa"
"C11H12O6","CPCRW","flood","1.5 kPa"
"C11H12O6","CPCRW","field moist","1.5 kPa"
"C11H12O6","CPCRW","drought","1.5 kPa"
"C11H12O6","DWP","field moist","1.5 kPa"
"C11H12O6","DWP","drought","1.5 kPa"
"C11H12O6","DWP","flood","50 kPa"
"C11H12O6","DWP","field moist","50 kPa"
"C11H12O6","DWP","drought","50 kPa"
"C11H12O6","SR","field moist","50 kPa"
"C11H12O6","CPCRW","time zero","1.5 kPa"
"C11H12O6","CPCRW","time zero","50 kPa"
"C11H12O6","SR","flood","50 kPa"
"C10H12O5N2","SR","time zero","1.5 kPa"
"C8H16O8","DWP","time zero","50 kPa"
"C8H16O8","DWP","time zero","1.5 kPa"
"C12H16O5","CPCRW","field moist","50 kPa"
"C12H16O5","CPCRW","drought","50 kPa"
"C12H16O5","SR","drought","50 kPa"
"C12H16O5","SR","field moist","1.5 kPa"
"C12H16O5","CPCRW","flood","50 kPa"
"C12H16O5","DWP","time zero","50 kPa"
"C12H16O5","CPCRW","flood","1.5 kPa"
"C12H16O5","CPCRW","field moist","1.5 kPa"
"C12H16O5","CPCRW","drought","1.5 kPa"
"C12H16O5","DWP","field moist","1.5 kPa"
"C12H16O5","DWP","drought","1.5 kPa"
"C12H16O5","SR","time zero","1.5 kPa"
"C12H16O5","DWP","flood","50 kPa"
"C12H16O5","DWP","field moist","50 kPa"
"C12H16O5","SR","time zero","50 kPa"
"C12H16O5","SR","drought","1.5 kPa"
"C12H16O5","DWP","drought","50 kPa"
"C12H16O5","SR","field moist","50 kPa"
"C12H16O5","CPCRW","time zero","1.5 kPa"
"C12H16O5","CPCRW","time zero","50 kPa"
"C12H16O5","SR","flood","50 kPa"
"C12H16O5","DWP","flood","1.5 kPa"
"C13H20O4","CPCRW","field moist","50 kPa"
"C13H20O4","CPCRW","drought","50 kPa"
"C13H20O4","SR","drought","50 kPa"
"C13H20O4","SR","field moist","1.5 kPa"
"C13H20O4","CPCRW","flood","50 kPa"
"C13H20O4","DWP","time zero","50 kPa"
"C13H20O4","CPCRW","flood","1.5 kPa"
"C13H20O4","CPCRW","field moist","1.5 kPa"
"C13H20O4","CPCRW","drought","1.5 kPa"
"C13H20O4","DWP","time zero","1.5 kPa"
"C13H20O4","DWP","field moist","1.5 kPa"
"C13H20O4","DWP","drought","1.5 kPa"
"C13H20O4","SR","time zero","1.5 kPa"
"C13H20O4","DWP","flood","50 kPa"
"C13H20O4","DWP","field moist","50 kPa"
"C13H20O4","SR","time zero","50 kPa"
"C13H20O4","SR","drought","1.5 kPa"
"C13H20O4","DWP","drought","50 kPa"
"C13H20O4","SR","field moist","50 kPa"
"C13H20O4","CPCRW","time zero","1.5 kPa"
"C13H20O4","CPCRW","time zero","50 kPa"
"C13H20O4","SR","flood","50 kPa"
"C13H20O4","SR","flood","1.5 kPa"
"C13H20O4","DWP","flood","1.5 kPa"
"C12H20O3N2","CPCRW","field moist","50 kPa"
"C12H20O3N2","CPCRW","flood","50 kPa"
"C12H20O3N2","CPCRW","flood","1.5 kPa"
"C14H24O3","CPCRW","drought","50 kPa"
"C14H24O3","CPCRW","flood","50 kPa"
"C15H28O2","SR","time zero","1.5 kPa"
"C15H28O2","SR","field moist","50 kPa"
"C15H28O2","SR","flood","50 kPa"
"C10H10O7","CPCRW","field moist","50 kPa"
"C10H10O7","CPCRW","drought","50 kPa"
"C10H10O7","CPCRW","flood","50 kPa"
"C10H10O7","CPCRW","flood","1.5 kPa"
"C10H10O7","CPCRW","field moist","1.5 kPa"
"C10H10O7","DWP","field moist","1.5 kPa"
"C10H10O7","DWP","flood","50 kPa"
"C10H10O7","DWP","field moist","50 kPa"
"C10H10O7","CPCRW","time zero","50 kPa"
"C9H10O6N2","CPCRW","drought","50 kPa"
"C14H10O4","CPCRW","flood","50 kPa"
"C11H14O6","CPCRW","field moist","50 kPa"
"C11H14O6","CPCRW","drought","50 kPa"
"C11H14O6","CPCRW","flood","50 kPa"
"C11H14O6","DWP","time zero","50 kPa"
"C11H14O6","CPCRW","flood","1.5 kPa"
"C11H14O6","CPCRW","field moist","1.5 kPa"
"C11H14O6","CPCRW","drought","1.5 kPa"
"C11H14O6","DWP","time zero","1.5 kPa"
"C11H14O6","DWP","field moist","1.5 kPa"
"C11H14O6","DWP","drought","1.5 kPa"
"C11H14O6","DWP","flood","50 kPa"
"C11H14O6","DWP","field moist","50 kPa"
"C11H14O6","DWP","drought","50 kPa"
"C11H14O6","SR","field moist","50 kPa"
"C11H14O6","CPCRW","time zero","1.5 kPa"
"C11H14O6","CPCRW","time zero","50 kPa"
"C11H14O6","SR","flood","50 kPa"
"C11H14O6","DWP","flood","1.5 kPa"
"C8H19O6P1","DWP","field moist","1.5 kPa"
"C12H18O5","CPCRW","field moist","50 kPa"
"C12H18O5","CPCRW","drought","50 kPa"
"C12H18O5","SR","drought","50 kPa"
"C12H18O5","SR","field moist","1.5 kPa"
"C12H18O5","CPCRW","flood","50 kPa"
"C12H18O5","DWP","time zero","50 kPa"
"C12H18O5","CPCRW","flood","1.5 kPa"
"C12H18O5","CPCRW","field moist","1.5 kPa"
"C12H18O5","CPCRW","drought","1.5 kPa"
"C12H18O5","DWP","time zero","1.5 kPa"
"C12H18O5","DWP","field moist","1.5 kPa"
"C12H18O5","DWP","drought","1.5 kPa"
"C12H18O5","SR","time zero","1.5 kPa"
"C12H18O5","DWP","flood","50 kPa"
"C12H18O5","DWP","field moist","50 kPa"
"C12H18O5","SR","time zero","50 kPa"
"C12H18O5","SR","drought","1.5 kPa"
"C12H18O5","DWP","drought","50 kPa"
"C12H18O5","SR","field moist","50 kPa"
"C12H18O5","CPCRW","time zero","1.5 kPa"
"C12H18O5","CPCRW","time zero","50 kPa"
"C12H18O5","SR","flood","50 kPa"
"C13H22O4","CPCRW","drought","50 kPa"
"C13H22O4","SR","drought","50 kPa"
"C13H22O4","SR","field moist","1.5 kPa"
"C13H22O4","CPCRW","flood","50 kPa"
"C13H22O4","DWP","time zero","50 kPa"
"C13H22O4","CPCRW","flood","1.5 kPa"
"C13H22O4","CPCRW","field moist","1.5 kPa"
"C13H22O4","CPCRW","drought","1.5 kPa"
"C13H22O4","DWP","time zero","1.5 kPa"
"C13H22O4","DWP","field moist","1.5 kPa"
"C13H22O4","DWP","drought","1.5 kPa"
"C13H22O4","SR","time zero","1.5 kPa"
"C13H22O4","DWP","flood","50 kPa"
"C13H22O4","DWP","field moist","50 kPa"
"C13H22O4","SR","drought","1.5 kPa"
"C13H22O4","DWP","drought","50 kPa"
"C13H22O4","SR","field moist","50 kPa"
"C13H22O4","CPCRW","time zero","1.5 kPa"
"C13H22O4","SR","flood","50 kPa"
"C12H22O3N2","SR","flood","50 kPa"
"C14H26O3","SR","drought","50 kPa"
"C14H26O3","DWP","time zero","50 kPa"
"C14H26O3","DWP","drought","50 kPa"
"C15H30O2","CPCRW","field moist","50 kPa"
"C15H30O2","CPCRW","drought","50 kPa"
"C15H30O2","SR","drought","50 kPa"
"C15H30O2","SR","field moist","1.5 kPa"
"C15H30O2","CPCRW","flood","50 kPa"
"C15H30O2","DWP","time zero","50 kPa"
"C15H30O2","CPCRW","flood","1.5 kPa"
"C15H30O2","CPCRW","field moist","1.5 kPa"
"C15H30O2","CPCRW","drought","1.5 kPa"
"C15H30O2","DWP","time zero","1.5 kPa"
"C15H30O2","DWP","field moist","1.5 kPa"
"C15H30O2","DWP","drought","1.5 kPa"
"C15H30O2","SR","time zero","1.5 kPa"
"C15H30O2","DWP","field moist","50 kPa"
"C15H30O2","SR","time zero","50 kPa"
"C15H30O2","SR","drought","1.5 kPa"
"C15H30O2","DWP","drought","50 kPa"
"C15H30O2","SR","field moist","50 kPa"
"C15H30O2","CPCRW","time zero","1.5 kPa"
"C15H30O2","CPCRW","time zero","50 kPa"
"C15H30O2","SR","flood","50 kPa"
"C15H30O2","SR","flood","1.5 kPa"
"C15H30O2","DWP","flood","1.5 kPa"
"C13H25O3N1","CPCRW","drought","50 kPa"
"C13H25O3N1","SR","drought","50 kPa"
"C13H25O3N1","SR","field moist","1.5 kPa"
"C13H25O3N1","CPCRW","flood","50 kPa"
"C13H25O3N1","DWP","time zero","50 kPa"
"C13H25O3N1","CPCRW","flood","1.5 kPa"
"C13H25O3N1","CPCRW","field moist","1.5 kPa"
"C13H25O3N1","CPCRW","drought","1.5 kPa"
"C13H25O3N1","DWP","time zero","1.5 kPa"
"C13H25O3N1","DWP","field moist","1.5 kPa"
"C13H25O3N1","DWP","drought","1.5 kPa"
"C13H25O3N1","SR","time zero","1.5 kPa"
"C13H25O3N1","DWP","flood","50 kPa"
"C13H25O3N1","DWP","field moist","50 kPa"
"C13H25O3N1","SR","time zero","50 kPa"
"C13H25O3N1","SR","drought","1.5 kPa"
"C13H25O3N1","DWP","drought","50 kPa"
"C13H25O3N1","SR","field moist","50 kPa"
"C13H25O3N1","CPCRW","time zero","1.5 kPa"
"C13H25O3N1","CPCRW","time zero","50 kPa"
"C13H25O3N1","SR","flood","50 kPa"
"C13H25O3N1","SR","flood","1.5 kPa"
"C13H25O3N1","DWP","flood","1.5 kPa"
"C13H25O3N1","CPCRW","field moist","50 kPa"
"C13H8O5","CPCRW","field moist","50 kPa"
"C13H8O5","CPCRW","flood","50 kPa"
"C13H8O5","DWP","field moist","50 kPa"
"C10H12O5S1","SR","drought","50 kPa"
"C10H12O5S1","SR","time zero","1.5 kPa"
"C10H12O7","CPCRW","drought","50 kPa"
"C10H12O7","CPCRW","flood","50 kPa"
"C10H12O7","DWP","field moist","1.5 kPa"
"C10H12O7","DWP","field moist","50 kPa"
"C10H12O7","CPCRW","time zero","50 kPa"
"C14H12O4","CPCRW","flood","50 kPa"
"C14H12O4","CPCRW","field moist","1.5 kPa"
"C14H12O4","CPCRW","time zero","50 kPa"
"C14H12O4","CPCRW","field moist","50 kPa"
"C11H16O6","CPCRW","field moist","50 kPa"
"C11H16O6","CPCRW","drought","50 kPa"
"C11H16O6","CPCRW","flood","50 kPa"
"C11H16O6","CPCRW","flood","1.5 kPa"
"C11H16O6","CPCRW","field moist","1.5 kPa"
"C11H16O6","CPCRW","drought","1.5 kPa"
"C11H16O6","DWP","field moist","1.5 kPa"
"C11H16O6","DWP","drought","1.5 kPa"
"C11H16O6","DWP","flood","50 kPa"
"C11H16O6","DWP","field moist","50 kPa"
"C11H16O6","DWP","drought","50 kPa"
"C11H16O6","CPCRW","time zero","1.5 kPa"
"C11H16O6","CPCRW","time zero","50 kPa"
"C11H16O6","SR","flood","50 kPa"
"C15H16O3","CPCRW","field moist","50 kPa"
"C15H16O3","CPCRW","flood","50 kPa"
"C12H20O5","CPCRW","drought","50 kPa"
"C12H20O5","SR","drought","50 kPa"
"C12H20O5","SR","field moist","1.5 kPa"
"C12H20O5","CPCRW","flood","50 kPa"
"C12H20O5","DWP","time zero","50 kPa"
"C12H20O5","CPCRW","flood","1.5 kPa"
"C12H20O5","CPCRW","field moist","1.5 kPa"
"C12H20O5","CPCRW","drought","1.5 kPa"
"C12H20O5","DWP","time zero","1.5 kPa"
"C12H20O5","DWP","field moist","1.5 kPa"
"C12H20O5","DWP","drought","1.5 kPa"
"C12H20O5","SR","time zero","1.5 kPa"
"C12H20O5","SR","time zero","50 kPa"
"C12H20O5","SR","drought","1.5 kPa"
"C12H20O5","DWP","drought","50 kPa"
"C12H20O5","CPCRW","time zero","1.5 kPa"
"C12H20O5","SR","flood","50 kPa"
"C12H20O5","SR","field moist","50 kPa"
"C13H24O4","CPCRW","drought","50 kPa"
"C13H24O4","SR","drought","50 kPa"
"C13H24O4","SR","field moist","1.5 kPa"
"C13H24O4","CPCRW","flood","50 kPa"
"C13H24O4","DWP","time zero","50 kPa"
"C13H24O4","DWP","time zero","1.5 kPa"
"C13H24O4","SR","time zero","1.5 kPa"
"C13H24O4","DWP","flood","50 kPa"
"C13H24O4","SR","time zero","50 kPa"
"C13H24O4","SR","drought","1.5 kPa"
"C13H24O4","DWP","drought","50 kPa"
"C13H24O4","SR","field moist","50 kPa"
"C13H24O4","CPCRW","time zero","1.5 kPa"
"C13H24O4","SR","flood","50 kPa"
"C13H24O4","SR","flood","1.5 kPa"
"C12H24O3N2","DWP","time zero","50 kPa"
"C14H28O3","DWP","time zero","50 kPa"
"C13H10O5","CPCRW","field moist","50 kPa"
"C13H10O5","CPCRW","drought","50 kPa"
"C13H10O5","CPCRW","flood","50 kPa"
"C13H10O5","CPCRW","field moist","1.5 kPa"
"C13H10O5","DWP","field moist","1.5 kPa"
"C13H10O5","DWP","flood","50 kPa"
"C13H10O5","DWP","field moist","50 kPa"
"C13H10O5","CPCRW","time zero","50 kPa"
"C10H14O7","CPCRW","flood","50 kPa"
"C14H14O4","CPCRW","field moist","50 kPa"
"C14H14O4","CPCRW","flood","50 kPa"
"C14H14O4","CPCRW","field moist","1.5 kPa"
"C14H14O4","CPCRW","time zero","50 kPa"
"C11H18O6","CPCRW","drought","50 kPa"
"C11H18O6","SR","drought","50 kPa"
"C11H18O6","CPCRW","flood","50 kPa"
"C11H18O6","DWP","field moist","1.5 kPa"
"C11H18O6","DWP","drought","1.5 kPa"
"C11H18O6","SR","time zero","1.5 kPa"
"C11H18O6","DWP","field moist","50 kPa"
"C11H18O6","DWP","drought","50 kPa"
"C10H18O5N2","DWP","time zero","50 kPa"
"C10H18O5N2","DWP","time zero","1.5 kPa"
"C15H18O3","CPCRW","field moist","50 kPa"
"C15H18O3","CPCRW","drought","50 kPa"
"C15H18O3","CPCRW","flood","50 kPa"
"C12H22O5","CPCRW","drought","50 kPa"
"C12H22O5","SR","drought","50 kPa"
"C12H22O5","SR","field moist","1.5 kPa"
"C12H22O5","CPCRW","flood","50 kPa"
"C12H22O5","SR","drought","1.5 kPa"
"C12H22O5","DWP","drought","50 kPa"
"C12H22O5","SR","field moist","50 kPa"
"C12H22O5","SR","flood","50 kPa"
"C12H8O6","CPCRW","field moist","50 kPa"
"C12H8O6","CPCRW","flood","50 kPa"
"C12H8O6","CPCRW","field moist","1.5 kPa"
"C12H8O6","DWP","field moist","50 kPa"
"C13H12O5","CPCRW","field moist","50 kPa"
"C13H12O5","CPCRW","drought","50 kPa"
"C13H12O5","CPCRW","flood","50 kPa"
"C13H12O5","CPCRW","field moist","1.5 kPa"
"C13H12O5","DWP","field moist","1.5 kPa"
"C13H12O5","DWP","flood","50 kPa"
"C13H12O5","CPCRW","time zero","50 kPa"
"C10H16O5S1","DWP","drought","50 kPa"
"C10H16O5S1","DWP","field moist","50 kPa"
"C14H16O4","CPCRW","field moist","50 kPa"
"C14H16O4","CPCRW","drought","50 kPa"
"C14H16O4","CPCRW","flood","50 kPa"
"C14H16O4","CPCRW","flood","1.5 kPa"
"C14H16O4","CPCRW","field moist","1.5 kPa"
"C14H16O4","DWP","field moist","1.5 kPa"
"C14H16O4","DWP","field moist","50 kPa"
"C14H16O4","CPCRW","time zero","1.5 kPa"
"C14H16O4","CPCRW","time zero","50 kPa"
"C15H20O3","CPCRW","field moist","50 kPa"
"C15H20O3","CPCRW","drought","50 kPa"
"C15H20O3","SR","field moist","1.5 kPa"
"C15H20O3","CPCRW","flood","50 kPa"
"C15H20O3","CPCRW","flood","1.5 kPa"
"C15H20O3","CPCRW","field moist","1.5 kPa"
"C15H20O3","CPCRW","time zero","1.5 kPa"
"C15H20O3","CPCRW","time zero","50 kPa"
"C12H10O6","CPCRW","field moist","50 kPa"
"C12H10O6","CPCRW","drought","50 kPa"
"C12H10O6","CPCRW","flood","50 kPa"
"C12H10O6","CPCRW","flood","1.5 kPa"
"C12H10O6","CPCRW","field moist","1.5 kPa"
"C12H10O6","DWP","field moist","1.5 kPa"
"C12H10O6","DWP","flood","50 kPa"
"C12H10O6","DWP","field moist","50 kPa"
"C12H10O6","CPCRW","time zero","50 kPa"
"C13H14O5","CPCRW","field moist","50 kPa"
"C13H14O5","CPCRW","drought","50 kPa"
"C13H14O5","CPCRW","flood","50 kPa"
"C13H14O5","CPCRW","flood","1.5 kPa"
"C13H14O5","CPCRW","field moist","1.5 kPa"
"C13H14O5","DWP","field moist","1.5 kPa"
"C13H14O5","DWP","flood","50 kPa"
"C13H14O5","DWP","field moist","50 kPa"
"C13H14O5","CPCRW","time zero","1.5 kPa"
"C13H14O5","CPCRW","time zero","50 kPa"
"C10H18O5S1","DWP","time zero","50 kPa"
"C10H18O5S1","DWP","drought","50 kPa"
"C10H18O5S1","DWP","field moist","50 kPa"
"C14H18O4","CPCRW","field moist","50 kPa"
"C14H18O4","CPCRW","drought","50 kPa"
"C14H18O4","CPCRW","flood","50 kPa"
"C14H18O4","CPCRW","flood","1.5 kPa"
"C14H18O4","CPCRW","field moist","1.5 kPa"
"C14H18O4","DWP","field moist","1.5 kPa"
"C14H18O4","DWP","flood","50 kPa"
"C14H18O4","DWP","field moist","50 kPa"
"C14H18O4","CPCRW","drought","1.5 kPa"
"C14H18O4","DWP","drought","50 kPa"
"C14H18O4","CPCRW","time zero","1.5 kPa"
"C14H18O4","CPCRW","time zero","50 kPa"
"C14H18O4","SR","flood","50 kPa"
"C15H22O3","CPCRW","field moist","50 kPa"
"C15H22O3","CPCRW","drought","50 kPa"
"C15H22O3","SR","field moist","1.5 kPa"
"C15H22O3","CPCRW","flood","50 kPa"
"C15H22O3","DWP","time zero","50 kPa"
"C15H22O3","CPCRW","flood","1.5 kPa"
"C15H22O3","CPCRW","field moist","1.5 kPa"
"C15H22O3","DWP","field moist","1.5 kPa"
"C15H22O3","DWP","flood","50 kPa"
"C15H22O3","DWP","field moist","50 kPa"
